eleccion_id;eleccion_nombre;continente_id;continente_nombre;pais_id;pais_nombre;consultado_id;consultado_nombre;circele_id;circele_nombre;local_id;local_nombre;mesa_id;mesas_fusionadas;mesa_electores;mesa_numero;tipomesa;mesa_descuadrada_preliminar;mesa_descuadrada_provisorio;candidato;votos_preliminar_string;votos_provisorio_string;nvoto;electo;codigo_colegio;nombre_colegio;sede_colegio;cs_id;cs;distrito_id;distrito;lista;pacto;partido_politico
4;Elección de Presidente 2021                       ;15004;EUROPA                                                                                              ;8000;ALEMANIA                                                                                            ;11068;SECCIÓN CONSULAR BERLIN                                                                             ;9001;BERLIN                                                                                              ;2811;CONSULADO                                                                                           ;90012001;1-7                                                                                                 ;445;1;          ;N;N;GABRIEL BORIC FONT                                                                                  ;226                                                                                                 ;226                                                                                                 ;1;1;20002;ESTABLECIMIENTO ESPECIAL 2                                                      ;EXTRANJERO                                                                                                                                                                                                                                                     ;;                                                                                                    ;;                                                                                                    ;                                                  ;SIN PACTO                                                                                           ;CONVERGENCIA SOCIAL                               
4;Elección de Presidente 2021                       ;15004;EUROPA                                                                                              ;8000;ALEMANIA                                                                                            ;11068;SECCIÓN CONSULAR BERLIN                                                                             ;9001;BERLIN                                                                                              ;2811;CONSULADO                                                                                           ;90012001;1-7                                                                                                 ;445;1;          ;N;N;JOSE ANTONIO KAST RIST                                                                              ;38                                                                                                  ;38                                                                                                  ;2;0;20002;ESTABLECIMIENTO ESPECIAL 2                                                      ;EXTRANJERO                                                                                                                                                                                                                                                     ;;                                                                                                    ;;                                                                                                    ;                                                  ;SIN PACTO                                                                                           ;PARTIDO REPUBLICANO DE CHILE                      
4;Elección de Presidente 2021                       ;15004;EUROPA                                                                                              ;8000;ALEMANIA                                                                                            ;11068;SECCIÓN CONSULAR BERLIN                                                                             ;9001;BERLIN                                                                                              ;2811;CONSULADO                                                                                           ;90012001;1-7                                                                                                 ;445;1;          ;N;N;Votos Nulos                                                                                         ;2                                                                                                   ;2                                                                                                   ;900;0;20002;ESTABLECIMIENTO ESPECIAL 2                                                      ;EXTRANJERO                                                                                                                                                                                                                                                     ;;                                                                                                    ;;                                                                                                    ;                                                  ;                                                                                                    ;                                                  
4;Elección de Presidente 2021                       ;15004;EUROPA                                                                                              ;8000;ALEMANIA                                                                                            ;11068;SECCIÓN CONSULAR BERLIN                                                                             ;9001;BERLIN                                                                                              ;2811;CONSULADO                                                                                           ;90012001;1-7                                                                                                 ;445;1;          ;N;N;Votos Blancos                                                                                       ;1                                                                                                   ;1                                                                                                   ;901;0;20002;ESTABLECIMIENTO ESPECIAL 2                                                      ;EXTRANJERO                                                                                                                                                                                                                                                     ;;                                                                                                    ;;                                                                                                    ;                                                  ;                                                                                                    ;                                                  
4;Elección de Presidente 2021                       ;15004;EUROPA                                                                                              ;8000;ALEMANIA                                                                                            ;11068;SECCIÓN CONSULAR BERLIN                                                                             ;9001;BERLIN                                                                                              ;2811;CONSULADO                                                                                           ;90012001;1-7                                                                                                 ;445;1;          ;N;N;Total Sufragios Emitidos                                                                            ;267                                                                                                 ;267                                                                                                 ;904;0;20002;ESTABLECIMIENTO ESPECIAL 2                                                      ;EXTRANJERO                                                                                                                                                                                                                                                     ;;                                                                                                    ;;                                                                                                    ;                                                  ;                                                                                                    ;                                                  
4;Elección de Presidente 2021                       ;15004;EUROPA                                                                                              ;8000;ALEMANIA                                                                                            ;11068;SECCIÓN CONSULAR BERLIN                                                                             ;9001;BERLIN                                                                                              ;2811;CONSULADO                                                                                           ;90012001;1-7                                                                                                 ;445;1;          ;N;N;Total Suma Calculada                                                                                ;267                                                                                                 ;267                                                                                                 ;905;0;20002;ESTABLECIMIENTO ESPECIAL 2                                                      ;EXTRANJERO                                                                                                                                                                                                                                                     ;;                                                                                                    ;;                                                                                                    ;                                                  ;                                                                                                    ;                                                  
4;Elección de Presidente 2021                       ;15004;EUROPA                                                                                              ;8000;ALEMANIA                                                                                            ;11068;SECCIÓN CONSULAR BERLIN                                                                             ;9001;BERLIN                                                                                              ;2811;CONSULADO                                                                                           ;90012002;2                                                                                                   ;340;2;          ;N;N;GABRIEL BORIC FONT                                                                                  ;190                                                                                                 ;190                                                                                                 ;1;1;20002;ESTABLECIMIENTO ESPECIAL 2                                                      ;EXTRANJERO                                                                                                                                                                                                                                                     ;;                                                                                                    ;;                                                                                                    ;                                                  ;SIN PACTO                                                                                           ;CONVERGENCIA SOCIAL                               
4;Elección de Presidente 2021                       ;15004;EUROPA                                                                                              ;8000;ALEMANIA                                                                                            ;11068;SECCIÓN CONSULAR BERLIN                                                                             ;9001;BERLIN                                                                                              ;2811;CONSULADO                                                                                           ;90012002;2                                                                                                   ;340;2;          ;N;N;JOSE ANTONIO KAST RIST                                                                              ;26                                                                                                  ;26                                                                                                  ;2;0;20002;ESTABLECIMIENTO ESPECIAL 2                                                      ;EXTRANJERO                                                                                                                                                                                                                                                     ;;                                                                                                    ;;                                                                                                    ;                                                  ;SIN PACTO                                                                                           ;PARTIDO REPUBLICANO DE CHILE                      
4;Elección de Presidente 2021                       ;15004;EUROPA                                                                                              ;8000;ALEMANIA                                                                                            ;11068;SECCIÓN CONSULAR BERLIN                                                                             ;9001;BERLIN                                                                                              ;2811;CONSULADO                                                                                           ;90012002;2                                                                                                   ;340;2;          ;N;N;Votos Nulos                                                                                         ;0                                                                                                   ;0                                                                                                   ;900;0;20002;ESTABLECIMIENTO ESPECIAL 2                                                      ;EXTRANJERO                                                                                                                                                                                                                                                     ;;                                                                                                    ;;                                                                                                    ;                                                  ;                                                                                                    ;                                                  
4;Elección de Presidente 2021                       ;15004;EUROPA                                                                                              ;8000;ALEMANIA                                                                                            ;11068;SECCIÓN CONSULAR BERLIN                                                                             ;9001;BERLIN                                                                                              ;2811;CONSULADO                                                                                           ;90012002;2                                                                                                   ;340;2;          ;N;N;Votos Blancos                                                                                       ;1                                                                                                   ;1                                                                                                   ;901;0;20002;ESTABLECIMIENTO ESPECIAL 2                                                      ;EXTRANJERO                                                                                                                                                                                                                                                     ;;                                                                                                    ;;                                                                                                    ;                                                  ;                                                                                                    ;                                                  
4;Elección de Presidente 2021                       ;15004;EUROPA                                                                                              ;8000;ALEMANIA                                                                                            ;11068;SECCIÓN CONSULAR BERLIN                                                                             ;9001;BERLIN                                                                                              ;2811;CONSULADO                                                                                           ;90012002;2                                                                                                   ;340;2;          ;N;N;Total Sufragios Emitidos                                                                            ;217                                                                                                 ;217                                                                                                 ;904;0;20002;ESTABLECIMIENTO ESPECIAL 2                                                      ;EXTRANJERO                                                                                                                                                                                                                                                     ;;                                                                                                    ;;                                                                                                    ;                                                  ;                                                                                                    ;                                                  
4;Elección de Presidente 2021                       ;15004;EUROPA                                                                                              ;8000;ALEMANIA                                                                                            ;11068;SECCIÓN CONSULAR BERLIN                                                                             ;9001;BERLIN                                                                                              ;2811;CONSULADO                                                                                           ;90012002;2                                                                                                   ;340;2;          ;N;N;Total Suma Calculada                                                                                ;217                                                                                                 ;217                                                                                                 ;905;0;20002;ESTABLECIMIENTO ESPECIAL 2                                                      ;EXTRANJERO                                                                                                                                                                                                                                                     ;;                                                                                                    ;;                                                                                                    ;                                                  ;                                                                                                    ;                                                  
4;Elección de Presidente 2021                       ;15004;EUROPA                                                                                              ;8000;ALEMANIA                                                                                            ;11068;SECCIÓN CONSULAR BERLIN                                                                             ;9001;BERLIN                                                                                              ;2811;CONSULADO                                                                                           ;90012003;3                                                                                                   ;332;3;          ;N;N;GABRIEL BORIC FONT                                                                                  ;190                                                                                                 ;190                                                                                                 ;1;1;20002;ESTABLECIMIENTO ESPECIAL 2                                                      ;EXTRANJERO                                                                                                                                                                                                                                                     ;;                                                                                                    ;;                                                                                                    ;                                                  ;SIN PACTO                                                                                           ;CONVERGENCIA SOCIAL                               
4;Elección de Presidente 2021                       ;15004;EUROPA                                                                                              ;8000;ALEMANIA                                                                                            ;11068;SECCIÓN CONSULAR BERLIN                                                                             ;9001;BERLIN                                                                                              ;2811;CONSULADO                                                                                           ;90012003;3                                                                                                   ;332;3;          ;N;N;JOSE ANTONIO KAST RIST                                                                              ;15                                                                                                  ;15                                                                                                  ;2;0;20002;ESTABLECIMIENTO ESPECIAL 2                                                      ;EXTRANJERO                                                                                                                                                                                                                                                     ;;                                                                                                    ;;                                                                                                    ;                                                  ;SIN PACTO                                                                                           ;PARTIDO REPUBLICANO DE CHILE                      
4;Elección de Presidente 2021                       ;15004;EUROPA                                                                                              ;8000;ALEMANIA                                                                                            ;11068;SECCIÓN CONSULAR BERLIN                                                                             ;9001;BERLIN                                                                                              ;2811;CONSULADO                                                                                           ;90012003;3                                                                                                   ;332;3;          ;N;N;Votos Nulos                                                                                         ;4                                                                                                   ;4                                                                                                   ;900;0;20002;ESTABLECIMIENTO ESPECIAL 2                                                      ;EXTRANJERO                                                                                                                                                                                                                                                     ;;                                                                                                    ;;                                                                                                    ;                                                  ;                                                                                                    ;                                                  
4;Elección de Presidente 2021                       ;15004;EUROPA                                                                                              ;8000;ALEMANIA                                                                                            ;11068;SECCIÓN CONSULAR BERLIN                                                                             ;9001;BERLIN                                                                                              ;2811;CONSULADO                                                                                           ;90012003;3                                                                                                   ;332;3;          ;N;N;Votos Blancos                                                                                       ;2                                                                                                   ;2                                                                                                   ;901;0;20002;ESTABLECIMIENTO ESPECIAL 2                                                      ;EXTRANJERO                                                                                                                                                                                                                                                     ;;                                                                                                    ;;                                                                                                    ;                                                  ;                                                                                                    ;                                                  
4;Elección de Presidente 2021                       ;15004;EUROPA                                                                                              ;8000;ALEMANIA                                                                                            ;11068;SECCIÓN CONSULAR BERLIN                                                                             ;9001;BERLIN                                                                                              ;2811;CONSULADO                                                                                           ;90012003;3                                                                                                   ;332;3;          ;N;N;Total Sufragios Emitidos                                                                            ;211                                                                                                 ;211                                                                                                 ;904;0;20002;ESTABLECIMIENTO ESPECIAL 2                                                      ;EXTRANJERO                                                                                                                                                                                                                                                     ;;                                                                                                    ;;                                                                                                    ;                                                  ;                                                                                                    ;                                                  
4;Elección de Presidente 2021                       ;15004;EUROPA                                                                                              ;8000;ALEMANIA                                                                                            ;11068;SECCIÓN CONSULAR BERLIN                                                                             ;9001;BERLIN                                                                                              ;2811;CONSULADO                                                                                           ;90012003;3                                                                                                   ;332;3;          ;N;N;Total Suma Calculada                                                                                ;211                                                                                                 ;211                                                                                                 ;905;0;20002;ESTABLECIMIENTO ESPECIAL 2                                                      ;EXTRANJERO                                                                                                                                                                                                                                                     ;;                                                                                                    ;;                                                                                                    ;                                                  ;                                                                                                    ;                                                  
4;Elección de Presidente 2021                       ;15004;EUROPA                                                                                              ;8000;ALEMANIA                                                                                            ;11068;SECCIÓN CONSULAR BERLIN                                                                             ;9001;BERLIN                                                                                              ;2811;CONSULADO                                                                                           ;90012004;4                                                                                                   ;334;4;          ;N;N;GABRIEL BORIC FONT                                                                                  ;193                                                                                                 ;193                                                                                                 ;1;1;20002;ESTABLECIMIENTO ESPECIAL 2                                                      ;EXTRANJERO                                                                                                                                                                                                                                                     ;;                                                                                                    ;;                                                                                                    ;                                                  ;SIN PACTO                                                                                           ;CONVERGENCIA SOCIAL                               
4;Elección de Presidente 2021                       ;15004;EUROPA                                                                                              ;8000;ALEMANIA                                                                                            ;11068;SECCIÓN CONSULAR BERLIN                                                                             ;9001;BERLIN                                                                                              ;2811;CONSULADO                                                                                           ;90012004;4                                                                                                   ;334;4;          ;N;N;JOSE ANTONIO KAST RIST                                                                              ;14                                                                                                  ;14                                                                                                  ;2;0;20002;ESTABLECIMIENTO ESPECIAL 2                                                      ;EXTRANJERO                                                                                                                                                                                                                                                     ;;                                                                                                    ;;                                                                                                    ;                                                  ;SIN PACTO                                                                                           ;PARTIDO REPUBLICANO DE CHILE                      
4;Elección de Presidente 2021                       ;15004;EUROPA                                                                                              ;8000;ALEMANIA                                                                                            ;11068;SECCIÓN CONSULAR BERLIN                                                                             ;9001;BERLIN                                                                                              ;2811;CONSULADO                                                                                           ;90012004;4                                                                                                   ;334;4;          ;N;N;Votos Nulos                                                                                         ;3                                                                                                   ;3                                                                                                   ;900;0;20002;ESTABLECIMIENTO ESPECIAL 2                                                      ;EXTRANJERO                                                                                                                                                                                                                                                     ;;                                                                                                    ;;                                                                                                    ;                                                  ;                                                                                                    ;                                                  
4;Elección de Presidente 2021                       ;15004;EUROPA                                                                                              ;8000;ALEMANIA                                                                                            ;11068;SECCIÓN CONSULAR BERLIN                                                                             ;9001;BERLIN                                                                                              ;2811;CONSULADO                                                                                           ;90012004;4                                                                                                   ;334;4;          ;N;N;Votos Blancos                                                                                       ;3                                                                                                   ;3                                                                                                   ;901;0;20002;ESTABLECIMIENTO ESPECIAL 2                                                      ;EXTRANJERO                                                                                                                                                                                                                                                     ;;                                                                                                    ;;                                                                                                    ;                                                  ;                                                                                                    ;                                                  
4;Elección de Presidente 2021                       ;15004;EUROPA                                                                                              ;8000;ALEMANIA                                                                                            ;11068;SECCIÓN CONSULAR BERLIN                                                                             ;9001;BERLIN                                                                                              ;2811;CONSULADO                                                                                           ;90012004;4                                                                                                   ;334;4;          ;N;N;Total Sufragios Emitidos                                                                            ;213                                                                                                 ;213                                                                                                 ;904;0;20002;ESTABLECIMIENTO ESPECIAL 2                                                      ;EXTRANJERO                                                                                                                                                                                                                                                     ;;                                                                                                    ;;                                                                                                    ;                                                  ;                                                                                                    ;                                                  
4;Elección de Presidente 2021                       ;15004;EUROPA                                                                                              ;8000;ALEMANIA                                                                                            ;11068;SECCIÓN CONSULAR BERLIN                                                                             ;9001;BERLIN                                                                                              ;2811;CONSULADO                                                                                           ;90012004;4                                                                                                   ;334;4;          ;N;N;Total Suma Calculada                                                                                ;213                                                                                                 ;213                                                                                                 ;905;0;20002;ESTABLECIMIENTO ESPECIAL 2                                                      ;EXTRANJERO                                                                                                                                                                                                                                                     ;;                                                                                                    ;;                                                                                                    ;                                                  ;                                                                                                    ;                                                  
4;Elección de Presidente 2021                       ;15004;EUROPA                                                                                              ;8000;ALEMANIA                                                                                            ;11068;SECCIÓN CONSULAR BERLIN                                                                             ;9001;BERLIN                                                                                              ;2811;CONSULADO                                                                                           ;90012005;5                                                                                                   ;336;5;          ;N;N;GABRIEL BORIC FONT                                                                                  ;196                                                                                                 ;196                                                                                                 ;1;1;20002;ESTABLECIMIENTO ESPECIAL 2                                                      ;EXTRANJERO                                                                                                                                                                                                                                                     ;;                                                                                                    ;;                                                                                                    ;                                                  ;SIN PACTO                                                                                           ;CONVERGENCIA SOCIAL                               
4;Elección de Presidente 2021                       ;15004;EUROPA                                                                                              ;8000;ALEMANIA                                                                                            ;11068;SECCIÓN CONSULAR BERLIN                                                                             ;9001;BERLIN                                                                                              ;2811;CONSULADO                                                                                           ;90012005;5                                                                                                   ;336;5;          ;N;N;JOSE ANTONIO KAST RIST                                                                              ;18                                                                                                  ;18                                                                                                  ;2;0;20002;ESTABLECIMIENTO ESPECIAL 2                                                      ;EXTRANJERO                                                                                                                                                                                                                                                     ;;                                                                                                    ;;                                                                                                    ;                                                  ;SIN PACTO                                                                                           ;PARTIDO REPUBLICANO DE CHILE                      
